dataMain;tcpDownload;tcpUpload;jitterDownload;jitterUpload;udpDownload;udpUpload;perdaPacotes;latencia;servidor;dataPing;ping;destination;isGw
08/07/15 16:45;9.59 Mbit/s;9.89 Mbit/s;< 1 ms;1.26 ms;9.51 Mbit/s;8.92 Mbit/s;5.11 %;7.43 ms;PTT Metro de Sao Paulo - PIX ALOG Tambore;;;;;
